Task code,Task ID,Question ID,Check ID,Pass condition,Evidence needed,Scope,Status,Answer (Yes/No),Event evidence,Review page
SB3-089-MOT,MOTION-09,K6_Q4,MOTION-09/K6_Q4/T2,A repeated call has a stated reason grounded in the previous result.,"Previous call, response and retry rationale.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-09
SB3-089-MOT,MOTION-09,K6_Q5,MOTION-09/K6_Q5/T1,The failed result is recorded before the next dependent action.,Error or defect observation and ordered events.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-09
SB3-089-MOT,MOTION-09,K6_Q5,MOTION-09/K6_Q5/T2,The recovery action addresses the recorded failure.,"Failure, changed settings or fallback, and subsequent result.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-09
SB3-089-MOT,MOTION-09,K6_Q6,MOTION-09/K6_Q6/T1,The named output is checked before it is submitted.,Output-specific verification event and submission event.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-09
SB3-089-MOT,MOTION-09,K6_Q6,MOTION-09/K6_Q6/T2,The stop decision states whether the named output is complete or blocked.,Stop event and actual delivery status.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-09
SB3-089-MOT,MOTION-09,K6_Q7,MOTION-09/K6_Q7/T1,The final handoff discloses the recorded unresolved issue.,Unresolved issue and matching handoff disclosure.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-09
SB3-089-MOT,MOTION-09,K6_Q7,MOTION-09/K6_Q7/T2,The completion claim for the named output agrees with its verified status.,"Claim, delivery manifest and verifier result.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-09
SB3-089-MOT,MOTION-09,K6_Q8,MOTION-09/K6_Q8/T1,The stated confidence agrees with the independent assessment of this run.,Agent confidence and separate expert outcome.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-09
SB3-090-MOT,MOTION-10,K6_Q1,MOTION-10/K6_Q1/T1,A prerequisite is completed before the step that depends on it.,Dependency event IDs and event order.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q2,MOTION-10/K6_Q2/T1,The named tool supports the operation attempted in this step.,"Exact tool name, sanitized parameters, intended change and tool result.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q2,MOTION-10/K6_Q2/T2,The settings match the stated requirement for the affected output.,Output requirement and sanitized settings.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q3,MOTION-10/K6_Q3/T1,The input version is the latest approved version for this step.,"Input artifact version, approval state and predecessor event.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q3,MOTION-10/K6_Q3/T2,The tool acts on the intended document or selection.,Document or selection identifier and preview.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q4,MOTION-10/K6_Q4/T1,"This step produces a change, an inspection result or verification evidence.",Before/after state or recorded inspection.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q4,MOTION-10/K6_Q4/T2,A repeated call has a stated reason grounded in the previous result.,"Previous call, response and retry rationale.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q5,MOTION-10/K6_Q5/T1,The failed result is recorded before the next dependent action.,Error or defect observation and ordered events.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q5,MOTION-10/K6_Q5/T2,The recovery action addresses the recorded failure.,"Failure, changed settings or fallback, and subsequent result.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q6,MOTION-10/K6_Q6/T1,The named output is checked before it is submitted.,Output-specific verification event and submission event.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q6,MOTION-10/K6_Q6/T2,The stop decision states whether the named output is complete or blocked.,Stop event and actual delivery status.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q7,MOTION-10/K6_Q7/T1,The final handoff discloses the recorded unresolved issue.,Unresolved issue and matching handoff disclosure.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q7,MOTION-10/K6_Q7/T2,The completion claim for the named output agrees with its verified status.,"Claim, delivery manifest and verifier result.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-090-MOT,MOTION-10,K6_Q8,MOTION-10/K6_Q8/T1,The stated confidence agrees with the independent assessment of this run.,Agent confidence and separate expert outcome.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10
SB3-091-MOT,MOTION-11,K6_Q1,MOTION-11/K6_Q1/T1,A prerequisite is completed before the step that depends on it.,Dependency event IDs and event order.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q2,MOTION-11/K6_Q2/T1,The named tool supports the operation attempted in this step.,"Exact tool name, sanitized parameters, intended change and tool result.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q2,MOTION-11/K6_Q2/T2,The settings match the stated requirement for the affected output.,Output requirement and sanitized settings.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q3,MOTION-11/K6_Q3/T1,The input version is the latest approved version for this step.,"Input artifact version, approval state and predecessor event.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q3,MOTION-11/K6_Q3/T2,The tool acts on the intended document or selection.,Document or selection identifier and preview.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q4,MOTION-11/K6_Q4/T1,"This step produces a change, an inspection result or verification evidence.",Before/after state or recorded inspection.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q4,MOTION-11/K6_Q4/T2,A repeated call has a stated reason grounded in the previous result.,"Previous call, response and retry rationale.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q5,MOTION-11/K6_Q5/T1,The failed result is recorded before the next dependent action.,Error or defect observation and ordered events.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q5,MOTION-11/K6_Q5/T2,The recovery action addresses the recorded failure.,"Failure, changed settings or fallback, and subsequent result.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q6,MOTION-11/K6_Q6/T1,The named output is checked before it is submitted.,Output-specific verification event and submission event.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q6,MOTION-11/K6_Q6/T2,The stop decision states whether the named output is complete or blocked.,Stop event and actual delivery status.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q7,MOTION-11/K6_Q7/T1,The final handoff discloses the recorded unresolved issue.,Unresolved issue and matching handoff disclosure.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q7,MOTION-11/K6_Q7/T2,The completion claim for the named output agrees with its verified status.,"Claim, delivery manifest and verifier result.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-091-MOT,MOTION-11,K6_Q8,MOTION-11/K6_Q8/T1,The stated confidence agrees with the independent assessment of this run.,Agent confidence and separate expert outcome.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11
SB3-092-MOT,MOTION-12,K6_Q1,MOTION-12/K6_Q1/T1,A prerequisite is completed before the step that depends on it.,Dependency event IDs and event order.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-12
SB3-092-MOT,MOTION-12,K6_Q2,MOTION-12/K6_Q2/T1,The named tool supports the operation attempted in this step.,"Exact tool name, sanitized parameters, intended change and tool result.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-12
SB3-092-MOT,MOTION-12,K6_Q2,MOTION-12/K6_Q2/T2,The settings match the stated requirement for the affected output.,Output requirement and sanitized settings.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-12
SB3-092-MOT,MOTION-12,K6_Q3,MOTION-12/K6_Q3/T1,The input version is the latest approved version for this step.,"Input artifact version, approval state and predecessor event.","Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-12
SB3-092-MOT,MOTION-12,K6_Q3,MOTION-12/K6_Q3/T2,The tool acts on the intended document or selection.,Document or selection identifier and preview.,"Instantiate against one named event, retry, issue or output when a run is attached.",awaiting_execution,,,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-12
